日期,开盘价,收盘价,最高价,最低价,成交额,成交量,涨跌幅,涨跌额,涨跌率
20060508,1.5,1.5,1.5,1.5,100,10,0.00%,0,0.00%
20060516,1.65,1.65,1.65,1.65,10000,1000,0.00%,0.15,10.00%
20060522,1.62,1.62,1.62,1.62,500,50,0.00%,-0.03,-1.82%
20060601,3.06,3.06,3.06,3.06,50000,5000,0.00%,1.44,88.89%
20060612,1.615,1.615,1.615,1.615,400,40,0.00%,-1.445,-47.22%
20060615,3.78,3.78,3.78,3.78,100,10,0.00%,2.165,134.06%
20060619,1.98,1.98,1.98,1.98,5000,500,0.00%,-1.8,-47.62%
20060620,1.26,1.26,1.26,1.26,400,40,0.00%,-0.72,-36.36%
20060622,2.7,2.7,3.06,2.2,55200,5520,0.00%,1.44,114.29%
20060623,3.57,3.4,3.75,3.4,215900,21590,0.00%,0.7,25.93%
20060626,3.25,2.335,3.25,2.335,249400,24940,0.00%,-1.065,-31.32%
20060627,3.08,2.335,3.08,2.335,300200,30020,0.00%,0,0.00%
20060628,1.98,2.34,2.34,1.98,218100,21810,0.00%,0.005,0.21%
20060629,1.975,1.975,1.975,1.975,139300,13930,0.00%,-0.365,-15.60%
20060630,1.45,1.61,1.615,1.26,333300,33330,0.00%,-0.365,-18.48%
20060703,1.98,1.62,1.98,1.4,25300,2530,0.00%,0.01,0.62%
20060704,1.98,1.255,1.98,1.255,65200,6520,0.00%,-0.365,-22.53%
20060705,1.26,1.26,1.615,1.255,347000,34700,0.00%,0.005,0.40%
20060706,1.62,1.27,2.34,1.26,528100,52810,0.00%,0.01,0.79%
20060707,2.335,3.24,3.42,2.335,378200,37820,0.00%,1.97,155.12%
20060710,2.5,1.61,2.5,1.35,522100,52210,0.00%,-1.63,-50.31%
20060711,1.98,1.975,1.98,1.975,412200,41220,0.00%,0.365,22.67%
20060712,1.26,1.62,1.62,1.255,614800,61480,0.00%,-0.355,-17.97%
20060713,1.62,1.9,2.34,1.26,720200,72020,0.00%,0.28,17.28%
20060714,1.26,2.335,2.695,1.26,682100,68210,0.00%,0.435,22.89%
20060717,1.62,1.975,2.35,1.62,1171200,117120,0.00%,-0.36,-15.42%
20060718,2.34,5.1,6.66,2.34,686900,68690,0.00%,3.125,158.23%
20060719,5,4,6.66,4,313200,31320,0.00%,-1.1,-21.57%
20060720,3.055,1.615,5,1.615,1529100,152910,0.00%,-2.385,-59.62%
20060721,4.495,5.2,5.2,3.8,570000,57000,0.00%,3.585,221.98%
20060724,2.34,1.675,2.34,1.62,973200,97320,0.00%,-3.525,-67.79%
20060725,1.98,1.69,3.055,1.62,2083200,208320,0.00%,0.015,0.90%
20060726,3.055,1.985,3.07,1.97,1333300,133330,0.00%,0.295,17.46%
20060727,2.695,1.975,4.5,1.975,1687800,168780,0.00%,-0.01,-0.50%
20060728,2.335,1.26,2.335,1.26,1309400,130940,0.00%,-0.715,-36.20%
20060731,2.335,1.98,2.34,1.975,1741200,174120,0.00%,0.72,57.14%
20060801,2.335,1.26,2.34,1.255,1048700,104870,0.00%,-0.72,-36.36%
20060802,2.335,1.615,2.335,1.615,1051400,105140,0.00%,0.355,28.17%
20060803,1.975,2.335,2.5,1.975,571000,57100,0.00%,0.72,44.58%
20060804,2.335,1.975,2.34,1.975,1041300,104130,0.00%,-0.36,-15.42%
20060807,2.335,1.615,2.335,1.615,1166600,116660,0.00%,-0.36,-18.23%
20060808,2.335,1.62,2.34,1.615,1189900,118990,0.00%,0.005,0.31%
20060809,1.975,1.65,2.34,1.65,1098300,109830,0.00%,0.03,1.85%
20060810,2.34,5,5,2.335,1056300,105630,0.00%,3.35,203.03%
20060811,1.975,1.6,1.98,1.6,1051700,105170,0.00%,-3.4,-68.00%
20060814,2.335,1.78,2.335,1.62,1214400,121440,0.00%,0.18,11.25%
20060815,1.975,1.9,1.975,1.615,1768300,176830,0.00%,0.12,6.74%
20060816,2.33,1.615,2.33,1.615,1110800,111080,0.00%,-0.285,-15.00%
20060817,4,2.89,4.005,1.62,1378800,137880,0.00%,1.275,78.95%
20060818,2.335,1.62,2.335,1.61,864000,86400,0.00%,-1.27,-43.94%
20060821,2.335,1.26,2.335,1.26,1163800,116380,0.00%,-0.36,-22.22%
20060822,1.615,1.6,1.62,1.3,654600,65460,0.00%,0.34,26.98%
20060823,1.615,1.6,1.62,1.3,878200,87820,0.00%,0,0.00%
20060824,2.335,1.97,3.34,1.615,977600,97760,0.00%,0.37,23.12%
20060825,1.615,1.365,1.62,1.26,643900,64390,0.00%,-0.605,-30.71%
20060828,1.615,1.26,1.62,1.26,1381500,138150,0.00%,-0.105,-7.69%
20060829,1.615,1.625,1.975,1.615,1822300,182230,0.00%,0.365,28.97%
20060830,1.62,1.62,1.98,1.26,1631800,163180,0.00%,-0.005,-0.31%
20060831,5,5.905,6,5,1055600,105560,0.00%,4.285,264.51%
20060901,1.975,2.4,2.7,1.97,1070300,107030,0.00%,-3.505,-59.36%
20060904,2.7,2.335,2.7,1.975,781100,78110,0.00%,-0.065,-2.71%
20060905,1.98,1.26,1.985,1.26,757300,75730,0.00%,-1.075,-46.04%
20060906,1.615,1.26,1.98,1.15,1034100,103410,0.00%,0,0.00%
20060907,1.62,2.34,2.34,1.255,1376900,137690,0.00%,1.08,85.71%
20060908,2.34,1.975,2.96,1.975,370700,37070,0.00%,-0.365,-15.60%
20060911,1.975,1.98,1.98,1.62,730000,73000,0.00%,0.005,0.25%
20060912,1.615,1.2,1.98,1.15,443300,44330,0.00%,-0.78,-39.39%
20060913,2.335,2.63,3.05,2.335,194300,19430,0.00%,1.43,119.17%
20060914,2.2,1.975,3.06,1.975,765700,76570,0.00%,-0.655,-24.90%
20060915,1.975,1.97,1.98,1.5,735800,73580,0.00%,-0.005,-0.25%
20060918,1.975,1.61,1.975,1.26,723800,72380,0.00%,-0.36,-18.27%
20060919,1.62,1.26,1.62,1.25,556700,55670,0.00%,-0.35,-21.74%
20060920,1.6,1.26,1.615,1.25,1114400,111440,0.00%,0,0.00%
20060921,1.615,1.5,1.99,1.4,1339400,133940,0.00%,0.24,19.05%
20060922,1.615,1.32,2.98,1.26,1268000,126800,0.00%,-0.18,-12.00%
20060925,1.98,3.425,5.2,1.98,1500000,150000,0.00%,2.105,159.47%
20060926,3.415,5.94,7.38,3.415,2111200,211120,0.00%,2.515,73.43%
20060927,4,1.865,6.665,1.62,2083100,208310,0.00%,-4.075,-68.60%
20060928,6.2,8.455,10.63,6.2,697000,69700,0.00%,6.59,353.35%
20060929,2.7,1.62,2.7,1.6,266200,26620,0.00%,-6.835,-80.84%
20061009,1.975,1.615,1.975,1.6,1351200,135120,0.00%,-0.005,-0.31%
20061010,2,1.615,2.005,1.615,957600,95760,0.00%,0,0.00%
20061011,1.98,1.615,1.98,1.615,903500,90350,0.00%,0,0.00%
20061012,1.975,2.335,2.335,1.615,710800,71080,0.00%,0.72,44.58%
20061013,1.615,1.26,1.98,1.26,552900,55290,0.00%,-1.075,-46.04%
20061016,1.615,1.245,1.98,1.2,804200,80420,0.00%,-0.015,-1.19%
20061017,1.26,1.255,1.45,1.255,868800,86880,0.00%,0.01,0.80%
20061018,1.255,1.255,1.26,1.255,1189700,118970,0.00%,0,0.00%
20061019,4.5,4.855,6.3,4.5,1120400,112040,0.00%,3.6,286.85%
20061020,3.415,2.695,4.495,2.2,1502800,150280,0.00%,-2.16,-44.49%
20061023,2.72,1.615,3.42,1.615,838600,83860,0.00%,-1.08,-40.07%
20061024,1.615,1.59,1.62,1.255,1352100,135210,0.00%,-0.025,-1.55%
20061025,1.615,1.26,1.615,1.25,869500,86950,0.00%,-0.33,-20.75%
20061026,1.62,1.615,2.34,1.595,1279300,127930,0.00%,0.355,28.17%
20061027,1.26,2.34,2.7,1.26,1249400,124940,0.00%,0.725,44.89%
20061030,1.98,2.6,5.1,1.98,452700,45270,0.00%,0.26,11.11%
20061031,1.98,2.5,3.055,1.975,922900,92290,0.00%,-0.1,-3.85%
20061101,2.57,1.615,3,1.615,819200,81920,0.00%,-0.885,-35.40%
20061102,3.78,3.995,4.86,2.335,651100,65110,0.00%,2.38,147.37%
20061103,2.34,2.695,3.06,2.34,1129900,112990,0.00%,-1.3,-32.54%
20061106,2.335,2.7,2.7,1.98,1380700,138070,0.00%,0.005,0.19%
20061107,2.34,2.34,2.7,1.98,2131700,213170,0.00%,-0.36,-13.33%
20061108,2.695,2.88,4.5,2.335,2640800,264080,0.00%,0.54,23.08%
20061109,3.42,1.975,3.775,1.975,3306800,330680,0.00%,-0.905,-31.42%
20061110,3.06,10.245,12,3.055,1785600,178560,0.00%,8.27,418.73%
20061113,3.055,4.415,9.9,2.7,917800,91780,0.00%,-5.83,-56.91%
20061114,1.98,1.615,3.42,1.615,1235100,123510,0.00%,-2.8,-63.42%
20061115,1.63,1.615,1.63,1.61,1156800,115680,0.00%,0,0.00%
20061116,1.98,2.35,2.695,1.975,2007700,200770,0.00%,0.735,45.51%
20061117,3.055,2.7,3.42,2.335,3445400,344540,0.00%,0.35,14.89%
20061120,3.06,5.6,7.9,3.06,2089300,208930,0.00%,2.9,107.41%
20061121,4.9,3.055,5.2,3,1673300,167330,0.00%,-2.545,-45.45%
20061122,2.335,1.26,3.42,1.255,1130600,113060,0.00%,-1.795,-58.76%
20061123,2.335,2.27,3.5,1.975,901500,90150,0.00%,1.01,80.16%
20061124,3.415,2.325,4.3,1.975,1653500,165350,0.00%,0.055,2.42%
20061127,3.5,2.895,4,2.695,1137300,113730,0.00%,0.57,24.52%
20061128,2.7,2.335,3.05,1.615,968700,96870,0.00%,-0.56,-19.34%
20061129,2.8,1.475,2.8,1.4,611800,61180,0.00%,-0.86,-36.83%
20061130,1.975,1.975,2.34,1.975,1268900,126890,0.00%,0.5,33.90%
20061201,2.335,1.26,2.335,1.26,986400,98640,0.00%,-0.715,-36.20%
20061204,3.415,1.62,3.415,1.6,1761100,176110,0.00%,0.36,28.57%
20061205,1.975,1.255,1.975,1.2,1426700,142670,0.00%,-0.365,-22.53%
20061206,1.615,1.25,1.62,1.25,1456400,145640,0.00%,-0.005,-0.40%
20061207,4,5.215,5.94,2.6,964900,96490,0.00%,3.965,317.20%
20061208,4.14,2.7,4.5,2,1067000,106700,0.00%,-2.515,-48.23%
20061211,2.335,2.725,3.06,1.975,1051900,105190,0.00%,0.025,0.93%
20061212,1.98,1.26,4.14,1.26,1784300,178430,0.00%,-1.465,-53.76%
20061213,3.055,1.595,3.055,1.25,2356600,235660,0.00%,0.335,26.59%
20061214,2.35,2.27,3.415,1.975,965100,96510,0.00%,0.675,42.32%
20061215,1.975,1.615,2.3,1.615,1116000,111600,0.00%,-0.655,-28.85%
20061218,2.335,2.33,2.335,1.615,1731900,173190,0.00%,0.715,44.27%
20061219,2.2,1.26,2.34,1.255,1281400,128140,0.00%,-1.07,-45.92%
20061220,1.975,1.26,1.975,1.25,978000,97800,0.00%,0,0.00%
20061221,1.975,1.98,3.45,1.975,1553300,155330,0.00%,0.72,57.14%
20061222,1.975,1.26,2.35,1.2,1964000,196400,0.00%,-0.72,-36.36%
20061225,1.975,1.975,3.78,1.615,3129200,312920,0.00%,0.715,56.75%
20061226,5,4.19,15.3,2.34,3270800,327080,0.00%,2.215,112.15%
20061227,2.7,3.525,12,2.7,3360200,336020,0.00%,-0.665,-15.87%
20061228,8,5.885,10.26,4.135,407700,40770,0.00%,2.36,66.95%
20061229,3,1.26,3,1.21,380100,38010,0.00%,-4.625,-78.59%
20070104,1.98,1.975,2.34,1.975,1095600,109560,0.00%,0.715,56.75%
20070105,1.62,1.615,1.975,1.255,1141900,114190,0.00%,-0.36,-18.23%
20070108,1.975,1.26,2.34,1.255,650200,65020,0.00%,-0.355,-21.98%
20070109,1.615,1.255,1.615,1.255,665200,66520,0.00%,-0.005,-0.40%
20070110,1.62,1.255,1.8,1.255,830200,83020,0.00%,0,0.00%
20070111,2.695,3.42,7.2,2,817200,81720,0.00%,2.165,172.51%
20070112,2.34,2.335,4,1.98,1429200,142920,0.00%,-1.085,-31.73%
20070115,2.5,1.96,2.695,1.615,473000,47300,0.00%,-0.375,-16.06%
20070116,2.34,1.98,2.7,1.975,792600,79260,0.00%,0.02,1.02%
20070117,1.615,1.255,1.98,1.255,382100,38210,0.00%,-0.725,-36.62%
20070118,2.68,1.98,2.695,1.63,1608800,160880,0.00%,0.725,57.77%
20070119,1.975,1.62,2.18,1.615,1392900,139290,0.00%,-0.36,-18.18%
20070122,1.62,1.615,1.98,1.615,3114500,311450,0.00%,-0.005,-0.31%
20070123,5.6,9.96,14,5,1479500,147950,0.00%,8.345,516.72%
20070124,3.055,8.99,12.42,3.055,1809800,180980,0.00%,-0.97,-9.74%
20070125,4.14,2.335,13,2.335,1897000,189700,0.00%,-6.655,-74.03%
20070126,2.4,2.22,5.22,1.62,1393500,139350,0.00%,-0.115,-4.93%
20070129,1.62,1.255,1.98,1.255,1250000,125000,0.00%,-0.965,-43.47%
20070130,1.615,1.565,1.62,1.26,1242800,124280,0.00%,0.31,24.70%
20070131,1.615,1.46,1.62,1.255,836100,83610,0.00%,-0.105,-6.71%
20070201,3.5,3.06,3.5,2.335,732000,73200,0.00%,1.6,109.59%
20070202,1.615,1.62,1.62,1.26,650000,65000,0.00%,-1.44,-47.06%
20070205,1.62,1.615,1.98,1.615,2141700,214170,0.00%,-0.005,-0.31%
20070206,2.695,1.975,7,1.97,2375700,237570,0.00%,0.36,22.29%
20070207,2.335,1.615,2.35,1.615,3258400,325840,0.00%,-0.36,-18.23%
20070208,4.135,5.46,6.3,4.13,3534200,353420,0.00%,3.845,238.08%
20070209,2.335,4.43,6.3,2.335,6688000,668800,0.00%,-1.03,-18.86%
20070212,15,13.5,43.99,13,2398100,239810,0.00%,9.07,204.74%
20070213,13.5,7.5,17.5,7,3376100,337610,0.00%,-6,-44.44%
20070214,1.98,1.615,3.5,1.615,1942300,194230,0.00%,-5.885,-78.47%
20070215,2.55,5.22,10.255,2.55,1228100,122810,0.00%,3.605,223.22%
20070216,1.98,1.615,2.335,1.615,893000,89300,0.00%,-3.605,-69.06%
20070226,1.98,1.425,1.98,1.255,1532700,153270,0.00%,-0.19,-11.76%
20070227,1.615,1.255,1.98,1.2,919900,91990,0.00%,-0.17,-11.93%
20070228,1.62,1.62,1.9,1.26,1389400,138940,0.00%,0.365,29.08%
20070301,2.335,1.615,2.695,1.615,1298100,129810,0.00%,-0.005,-0.31%
20070302,1.615,1.255,1.62,1.25,1186600,118660,0.00%,-0.36,-22.29%
20070305,1.62,1.61,1.62,1.255,1342900,134290,0.00%,0.355,28.29%
20070306,1.615,1.53,1.62,1.25,892800,89280,0.00%,-0.08,-4.97%
20070307,1.615,1.615,1.615,1.255,962300,96230,0.00%,0.085,5.56%
20070308,1.62,1.615,1.98,1.615,1149900,114990,0.00%,0,0.00%
20070309,1.26,1.62,1.62,1.255,699500,69950,0.00%,0.005,0.31%
20070312,1.26,1.26,1.615,1.255,1377900,137790,0.00%,-0.36,-22.22%
20070313,1.615,1.26,1.615,1.255,1320900,132090,0.00%,0,0.00%
20070314,1.615,1.255,1.62,1.255,1457500,145750,0.00%,-0.005,-0.40%
20070315,1.7,1.975,1.98,1.615,1819700,181970,0.00%,0.72,57.37%
20070316,2.7,1.62,4,1.62,2319900,231990,0.00%,-0.355,-17.97%
20070319,1.98,1.615,3.42,1.615,1990800,199080,0.00%,-0.005,-0.31%
20070320,1.98,1.62,3.06,1.615,1993700,199370,0.00%,0.005,0.31%
20070321,2.335,1.615,2.335,1.615,962100,96210,0.00%,-0.005,-0.31%
20070322,2.34,4.11,4.5,2.34,1899300,189930,0.00%,2.495,154.49%
20070323,1.98,1.98,2.335,1.62,1497800,149780,0.00%,-2.13,-51.82%
20070326,1.975,1.98,2.335,1.62,2241500,224150,0.00%,0,0.00%
20070327,1.62,1.615,1.96,1.615,1248100,124810,0.00%,-0.365,-18.43%
20070328,1.62,1.305,1.975,1.255,1361000,136100,0.00%,-0.31,-19.20%
20070329,1.975,1.98,2.2,1.975,1186900,118690,0.00%,0.675,51.72%
20070330,1.975,1.26,1.975,1.26,1583700,158370,0.00%,-0.72,-36.36%
20070402,1.615,1.615,1.98,1.255,1400900,140090,0.00%,0.355,28.17%
20070403,1.62,1.26,1.62,1.255,1328900,132890,0.00%,-0.355,-21.98%
20070404,1.615,1.26,1.615,1.25,1570900,157090,0.00%,0,0.00%
20070405,2,4.135,4.135,2,3029900,302990,0.00%,2.875,228.17%
20070406,3.06,1.975,4.5,1.975,2690300,269030,0.00%,-2.16,-52.24%
20070409,2.1,1.61,2.335,1.61,1755500,175550,0.00%,-0.365,-18.48%
20070410,2.335,1.615,2.335,1.615,1815200,181520,0.00%,0.005,0.31%
20070411,1.97,1.25,2.34,1.245,1026900,102690,0.00%,-0.365,-22.60%
20070412,2.335,1.6,2.34,1.255,2996700,299670,0.00%,0.35,28.00%
20070413,3.055,2,4.8,2,4312600,431260,0.00%,0.4,25.00%
20070416,1.98,1.615,3,1.615,4951900,495190,0.00%,-0.385,-19.25%
20070417,1.98,1.615,2.7,1.615,3913400,391340,0.00%,0,0.00%
20070418,2.335,1.615,2.9,1.615,3409000,340900,0.00%,0,0.00%
20070419,9,5.3,20.1,4.855,3303000,330300,0.00%,3.685,228.17%
20070420,5.215,4.32,6.3,2.335,4319600,431960,0.00%,-0.98,-18.49%
20070423,1.7,1.975,7.38,1.7,3136800,313680,0.00%,-2.345,-54.28%
20070424,1.615,1.26,1.98,1.255,3015300,301530,0.00%,-0.715,-36.20%
20070425,8.2,1.98,16,1.98,4100000,410000,0.00%,0.72,57.14%
20070426,6,10.515,20,6,4983800,498380,0.00%,8.535,431.06%
20070427,7.38,9.33,15.8,7.38,394000,39400,0.00%,-1.185,-11.27%
20070430,1.975,1.615,1.98,1.255,678400,67840,0.00%,-7.715,-82.69%
20070508,1.62,1.2,1.62,1.2,3235400,323540,0.00%,-0.415,-25.70%
20070509,3.06,1.62,4.14,1.5,3200500,320050,0.00%,0.42,35.00%
20070510,2.2,4.445,5.215,2.2,4454400,445440,0.00%,2.825,174.38%
20070511,1.62,1.255,2.34,1.255,2057100,205710,0.00%,-3.19,-71.77%
20070514,2.34,1.615,3.42,1.615,3795400,379540,0.00%,0.36,28.69%
20070515,1.615,1.26,1.98,0.895,2013900,201390,0.00%,-0.355,-21.98%
20070516,1.615,1.25,1.62,0.895,2146600,214660,0.00%,-0.01,-0.79%
20070517,1.975,1.255,2.345,1.255,2527400,252740,0.00%,0.005,0.40%
20070518,1.615,1.245,1.615,0.895,860700,86070,0.00%,-0.01,-0.80%
20070521,1.975,1.255,1.98,1.255,1965700,196570,0.00%,0.01,0.80%
20070522,1.975,1.255,1.975,1.24,1661300,166130,0.00%,0,0.00%
20070523,1.615,1.26,1.625,1.25,1883800,188380,0.00%,0.005,0.40%
20070524,1.615,1.615,2.33,1.6,1908000,190800,0.00%,0.355,28.17%
20070525,1.615,1.255,1.62,1.255,2997600,299760,0.00%,-0.36,-22.29%
20070528,1.615,1.255,1.62,1.2,3593200,359320,0.00%,0,0.00%
20070529,1.62,1.255,1.62,1.245,3573400,357340,0.00%,0,0.00%
20070530,1.615,1.255,1.62,1.255,2781600,278160,0.00%,0,0.00%
20070531,1.98,1.98,5.215,1.975,2071200,207120,0.00%,0.725,57.77%
20070601,2.17,3.29,5,1.975,1848900,184890,0.00%,1.31,66.16%
20070604,2.34,1.615,3.95,1.26,2247800,224780,0.00%,-1.675,-50.91%
20070605,2.34,1.615,2.345,1.26,2497900,249790,0.00%,0,0.00%
20070606,1.615,1.255,1.615,1.24,1478800,147880,0.00%,-0.36,-22.29%
20070607,1.615,1.615,1.77,1.255,2188900,218890,0.00%,0.36,28.69%
20070608,1.615,1.615,1.62,1.255,566500,56650,0.00%,0,0.00%
20070611,1.615,1.255,1.62,1.18,963600,96360,0.00%,-0.36,-22.29%
20070612,1.615,1.4,1.62,1.255,1000400,100040,0.00%,0.145,11.55%
20070613,1.615,1.26,1.62,1.255,1426100,142610,0.00%,-0.14,-10.00%
20070614,1.615,1.615,1.98,1.265,2681500,268150,0.00%,0.355,28.17%
20070615,1.62,3.06,3.42,1.62,4936400,493640,0.00%,1.445,89.47%
20070618,15,5,39.01,5,2936800,293680,0.00%,1.94,63.40%
20070619,10.5,2,30,2,2997100,299710,0.00%,-3,-60.00%
20070620,1.62,1.615,5.775,1.6,1863700,186370,0.00%,-0.385,-19.25%
20070621,1.62,1.84,1.98,1.24,2385700,238570,0.00%,0.225,13.93%
20070622,1.615,1.415,2.33,1.26,2008300,200830,0.00%,-0.425,-23.10%
20070625,1.615,1.255,1.62,1.255,1995200,199520,0.00%,-0.16,-11.31%
20070626,1.615,1.25,1.615,1.005,940000,94000,0.00%,-0.005,-0.40%
20070627,1.26,1,1.59,1,1731000,173100,0.00%,-0.25,-20.00%
20070628,1.62,1.615,2,1.26,1793800,179380,0.00%,0.615,61.50%
20070629,1.975,1.615,1.975,1.26,2006000,200600,0.00%,0,0.00%
20070702,1.62,1.615,3.15,1.615,3217000,321700,0.00%,0,0.00%
20070703,18,5.105,28,5,2971500,297150,0.00%,3.49,216.10%
20070704,6.35,1.615,6.655,1.615,3011700,301170,0.00%,-3.49,-68.36%
20070705,4,6.53,11,2.34,2497700,249770,0.00%,4.915,304.33%
20070706,1.975,1.25,1.98,1.2,1519800,151980,0.00%,-5.28,-80.86%
20070709,1.615,0.895,1.62,0.895,1776800,177680,0.00%,-0.355,-28.40%
20070710,1.615,0.9,1.615,0.895,2127600,212760,0.00%,0.005,0.56%
20070711,1.615,1.2,1.98,1.2,3300100,330010,0.00%,0.3,33.33%
20070712,20,1.62,21,1.62,3187200,318720,0.00%,0.42,35.00%
20070713,3.7,3.85,5.22,3.7,2868700,286870,0.00%,2.23,137.65%
20070716,4.135,1.975,4.135,1.615,476700,47670,0.00%,-1.875,-48.70%
20070717,1.615,0.9,1.615,0.9,1222300,122230,0.00%,-1.075,-54.43%
20070718,1.255,1.11,1.26,0.895,1524900,152490,0.00%,0.21,23.33%
20070719,1.255,0.8,1.62,0.8,1508900,150890,0.00%,-0.31,-27.93%
20070720,1.26,1.255,1.62,0.895,1713300,171330,0.00%,0.455,56.87%
20070723,1.98,1.395,2.7,1.255,1458600,145860,0.00%,0.14,11.16%
20070724,3.055,2.305,4.855,1.615,2881600,288160,0.00%,0.91,65.23%
20070725,2.335,1.615,3.42,1.615,2340000,234000,0.00%,-0.69,-29.93%
20070726,4.14,5.215,10,4.14,3312200,331220,0.00%,3.6,222.91%
20070727,1.98,1.615,2.335,1.615,980500,98050,0.00%,-3.6,-69.03%
20070730,2.34,1.255,2.695,1.255,2283500,228350,0.00%,-0.36,-22.29%
20070731,2.335,1.615,2.7,1.615,2067100,206710,0.00%,0.36,28.69%
20070801,5,1.62,7.5,1.62,2562400,256240,0.00%,0.005,0.31%
20070802,2.34,5.31,8,2.34,2200700,220070,0.00%,3.69,227.78%
20070803,2.335,1.615,5,1.615,2613000,261300,0.00%,-3.695,-69.59%
20070806,2.34,1.615,2.34,1.615,1252500,125250,0.00%,0,0.00%
20070807,2.335,1.26,3,1.255,2120300,212030,0.00%,-0.355,-21.98%
20070808,5,1.255,5,1.255,2644700,264470,0.00%,-0.005,-0.40%
20070809,2.695,3.555,4,1.975,2289600,228960,0.00%,2.3,183.27%
20070810,1.975,1.615,2,1.615,1808400,180840,0.00%,-1.94,-54.57%
20070813,1.615,1.255,1.62,1.2,1025300,102530,0.00%,-0.36,-22.29%
20070814,1.615,1.24,1.615,0.895,956900,95690,0.00%,-0.015,-1.20%
20070815,1.255,0.895,1.26,0.895,1687600,168760,0.00%,-0.345,-27.82%
20070816,1.615,1.255,1.62,0.895,2001100,200110,0.00%,0.36,40.22%
20070817,1.615,0.9,1.615,0.895,904400,90440,0.00%,-0.355,-28.29%
20070820,1.255,1.15,1.26,0.895,1127200,112720,0.00%,0.25,27.78%
20070821,1.255,1.26,1.26,0.895,1149900,114990,0.00%,0.11,9.57%
20070822,1.255,0.895,1.26,0.895,1342200,134220,0.00%,-0.365,-28.97%
20070823,1.26,1.26,1.62,1.255,2230100,223010,0.00%,0.365,40.78%
20070824,1.26,1.98,1.98,1.26,653300,65330,0.00%,0.72,57.14%
20070827,1.98,1.715,3.5,1.615,1570200,157020,0.00%,-0.265,-13.38%
20070828,1.975,1.615,2.335,1.615,1645800,164580,0.00%,-0.1,-5.83%
20070829,1.975,1.5,1.98,1.255,1605100,160510,0.00%,-0.115,-7.12%
20070830,1.615,1.615,1.62,1.255,1652300,165230,0.00%,0.115,7.67%
20070831,1.615,1.73,1.98,1.615,1457400,145740,0.00%,0.115,7.12%
20070903,2.335,1.255,2.65,1,2116000,211600,0.00%,-0.475,-27.46%
20070904,1.98,0.91,2.335,0.9,1641600,164160,0.00%,-0.345,-27.49%
20070905,1.975,1.255,1.98,1.255,3036200,303620,0.00%,0.345,37.91%
20070906,1.62,1.715,1.78,1.615,2178400,217840,0.00%,0.46,36.65%
20070907,1.975,1.62,2.7,0.6,2409700,240970,0.00%,-0.095,-5.54%
20070910,1.975,3.795,3.99,1.975,4404700,440470,0.00%,2.175,134.26%
20070911,20,2,30,1.98,5457900,545790,0.00%,-1.795,-47.30%
20070912,3.1,1.615,7.375,1.615,5616600,561660,0.00%,-0.385,-19.25%
20070913,1.975,5.81,8,1.975,2210600,221060,0.00%,4.195,259.75%
20070914,1.98,1.615,4.86,1.615,2389200,238920,0.00%,-4.195,-72.20%
20070917,14.5,10,40,10,4488600,448860,0.00%,8.385,519.20%
20070918,20,3.24,20,3.055,3432700,343270,0.00%,-6.76,-67.60%
20070919,5,6,10,3.9,3994100,399410,0.00%,2.76,85.19%
20070920,29,10.225,39,8.005,3767100,376710,0.00%,4.225,70.42%
20070921,2,9.59,20,2,4582900,458290,0.00%,-0.635,-6.21%
20070924,10,2.77,18,2.34,5603200,560320,0.00%,-6.82,-71.12%
20070925,15,30,100.26,15,5124600,512460,0.00%,27.23,983.03%
20070926,15,1.8,50.05,1.8,10300200,1030020,0.00%,-28.2,-94.00%
20070927,10,11.64,18,10,2638500,263850,0.00%,9.84,546.67%
20070928,1.7,1.055,1.975,0.9,943000,94300,0.00%,-10.585,-90.94%
20071008,1.62,1.225,1.98,0.6,2062300,206230,0.00%,0.17,16.11%
20071009,1.615,1.255,1.62,0.895,1565200,156520,0.00%,0.03,2.45%
20071010,1.615,1.595,1.615,0.9,1720000,172000,0.00%,0.34,27.09%
20071011,1.615,2.985,3.66,1.615,2369000,236900,0.00%,1.39,87.15%
20071012,1.98,1.23,2.7,1.2,2343500,234350,0.00%,-1.755,-58.79%
20071015,1.62,1.23,1.98,0.9,1907600,190760,0.00%,0,0.00%
20071016,1.615,1.255,1.615,0.895,1615800,161580,0.00%,0.025,2.03%
20071017,1.255,1.255,1.26,0.9,2006500,200650,0.00%,0,0.00%
20071018,1.98,3.775,5.22,1.975,2410500,241050,0.00%,2.52,200.80%
20071019,1.975,1.26,3.42,1.255,2156200,215620,0.00%,-2.515,-66.62%
20071022,1.98,1.615,2.5,1.615,2683100,268310,0.00%,0.355,28.17%
20071023,1.62,1.26,1.625,1.25,1431700,143170,0.00%,-0.355,-21.98%
20071024,1.26,1.255,1.62,1.255,1216100,121610,0.00%,-0.005,-0.40%
20071025,1.975,1.5,3.5,1.5,2600000,260000,0.00%,0.245,19.52%
20071026,99,10,99,8.76,4965800,496580,0.00%,8.5,566.67%
20071029,19.995,5.835,19.995,4.8,4274100,427410,0.00%,-4.165,-41.65%
20071030,2.695,1.635,4.5,1.63,2331500,233150,0.00%,-4.2,-71.98%
20071031,2.335,2.995,3.775,1.98,4571400,457140,0.00%,1.36,83.18%
20071101,4,5.22,7,4,4590400,459040,0.00%,2.225,74.29%
