日期,开盘价,收盘价,最高价,最低价,成交额,成交量,涨跌幅,涨跌额,涨跌率
20210524,2.1,2.285,2.38,1.7,978292300,97829230,0.00%,0.09,4.10%
20210525,2.33,2.285,2.49,2.005,969066800,96906680,0.00%,0,0.00%
20210526,2.3,2.28,2.4,2.11,961573500,96157350,0.00%,-0.005,-0.22%
20210527,2.38,2.365,2.45,2.065,976249100,97624910,0.00%,0.085,3.73%
20210528,2.55,4.44,5.51,2.52,966634000,96663400,0.00%,2.075,87.74%
20210531,3.45,3.46,4.98,2.305,981574600,98157460,0.00%,-0.98,-22.07%
20210601,2.68,2.46,2.91,2.315,940839800,94083980,0.00%,-1,-28.90%
20210602,2.485,2.275,2.485,1.5,930855400,93085540,0.00%,-0.185,-7.52%
20210603,2.19,1.845,2.195,1.3,915613600,91561360,0.00%,-0.43,-18.90%
20210604,1.9,2.1,2.215,1.9,931890700,93189070,0.00%,0.255,13.82%
20210607,2.3,2.04,2.5,1.1,950122900,95012290,0.00%,-0.06,-2.86%
20210608,2.44,1.915,2.48,1.685,939862600,93986260,0.00%,-0.125,-6.13%
20210609,2.24,1.96,2.285,1.85,937586600,93758660,0.00%,0.045,2.35%
20210610,2.09,1.915,2.095,1.7,925560400,92556040,0.00%,-0.045,-2.30%
20210611,2.095,2.04,2.125,1.5,946429500,94642950,0.00%,0.125,6.53%
20210615,2.225,2.065,2.25,1.975,998118000,99811800,0.00%,0.025,1.23%
20210616,2.125,2.04,2.145,0.88,985432100,98543210,0.00%,-0.025,-1.21%
20210617,2.08,2.06,2.4,2,996122400,99612240,0.00%,0.02,0.98%
20210618,2.07,2.42,2.88,1.5,1019228100,101922810,0.00%,0.36,17.48%
20210621,2.5,2.4,2.69,1.7,980557600,98055760,0.00%,-0.02,-0.83%
20210622,2.55,2.555,2.8,2.4,1006480200,100648020,0.00%,0.155,6.46%
20210623,2.65,2.495,2.7,2.41,1029403500,102940350,0.00%,-0.06,-2.35%
20210624,2.6,2.29,2.65,2,1084772700,108477270,0.00%,-0.205,-8.22%
20210625,2.41,2.745,4.5,2.23,1117566000,111756600,0.00%,0.455,19.87%
20210628,3.48,4.225,4.51,3.06,1136977900,113697790,0.00%,1.48,53.92%
20210629,4.5,4.135,6,3.495,1310505700,131050570,0.00%,-0.09,-2.13%
20210630,4.8,4.78,5,2.805,1252904300,125290430,0.00%,0.645,15.60%
20210701,3.88,3.065,4.7,2.11,1126267400,112626740,0.00%,-1.715,-35.88%
20210702,3.25,2.535,3.25,1.61,1081159900,108115990,0.00%,-0.53,-17.29%
20210705,2.1,2.04,2.38,1.6,1048844000,104884400,0.00%,-0.495,-19.53%
20210706,2.15,1.92,2.175,1.77,1001378700,100137870,0.00%,-0.12,-5.88%
20210707,2.06,1.99,2.08,1.91,985025300,98502530,0.00%,0.07,3.65%
20210708,2.05,1.97,2.06,1.5,971833600,97183360,0.00%,-0.02,-1.01%
20210709,2.21,2.2,2.45,1.9,1010151300,101015130,0.00%,0.23,11.68%
20210712,2.29,2.15,2.295,1.8,1016501700,101650170,0.00%,-0.05,-2.27%
20210713,2.23,2.21,2.69,2.08,1009622600,100962260,0.00%,0.06,2.79%
20210714,2.35,2.19,2.35,1.3,991666000,99166600,0.00%,-0.02,-0.90%
20210715,2.285,2.085,2.29,0.01,988530400,98853040,0.00%,-0.105,-4.79%
20210716,2.195,2.09,2.24,1.9,963349500,96334950,0.00%,0.005,0.24%
20210719,2.375,2.055,2.375,1.7,980725900,98072590,0.00%,-0.035,-1.67%
20210720,2.27,2.11,2.295,1.85,962960500,96296050,0.00%,0.055,2.68%
20210721,2.23,2.195,2.6,2.1,966415600,96641560,0.00%,0.085,4.03%
20210722,2.295,2.155,2.3,2.005,950836700,95083670,0.00%,-0.04,-1.82%
20210723,2.2,2.195,2.3,2.1,956061400,95606140,0.00%,0.04,1.86%
20210726,2.2,2.25,2.37,1.5,1004413700,100441370,0.00%,0.055,2.51%
20210727,2.48,2.33,2.645,1.45,1009497600,100949760,0.00%,0.08,3.56%
20210728,2.5,2.265,2.55,2.005,1013207700,101320770,0.00%,-0.065,-2.79%
20210729,2.7,2.66,3.2,1.9,1052621400,105262140,0.00%,0.395,17.44%
20210730,2.7,2.325,3,1.93,1038731700,103873170,0.00%,-0.335,-12.59%
20210802,2.495,2.065,2.495,1.91,1054118400,105411840,0.00%,-0.26,-11.18%
20210803,2.185,2.025,2.185,1.9,1012569600,101256960,0.00%,-0.04,-1.94%
20210804,2.145,1.985,2.15,1.6,995007300,99500730,0.00%,-0.04,-1.98%
20210805,2.1,1.85,2.11,1.71,973879900,97387990,0.00%,-0.135,-6.80%
20210806,2.035,1.995,2.1,1.75,972366700,97236670,0.00%,0.145,7.84%
20210809,2.105,2.075,2.225,1.23,1025475300,102547530,0.00%,0.08,4.01%
20210810,2.6,2.085,2.75,1.8,1051022800,105102280,0.00%,0.01,0.48%
20210811,2.2,2.025,2.2,1.95,1033283600,103328360,0.00%,-0.06,-2.88%
20210812,2.13,2.005,2.13,1.81,1023912700,102391270,0.00%,-0.02,-0.99%
20210813,2.3,2.125,2.33,2.01,1045750200,104575020,0.00%,0.12,5.99%
20210816,2.35,2,2.38,1.87,1061356800,106135680,0.00%,-0.125,-5.88%
20210817,2.18,1.99,2.18,1.95,1053932400,105393240,0.00%,-0.01,-0.50%
20210818,2.06,1.995,2.06,1.775,1048003800,104800380,0.00%,0.005,0.25%
20210819,2.04,1.99,2.045,0.155,1056796800,105679680,0.00%,-0.005,-0.25%
20210820,2.14,2.015,2.14,0.005,1062447400,106244740,0.00%,0.025,1.26%
20210823,2.19,2.085,2.22,1.5,1122977800,112297780,0.00%,0.07,3.47%
20210824,2.205,2.295,2.41,2.175,1156215000,115621500,0.00%,0.21,10.07%
20210825,2.4,2.26,2.455,2.02,1141576600,114157660,0.00%,-0.035,-1.53%
20210826,2.38,2.22,2.38,2,1160500800,116050080,0.00%,-0.04,-1.77%
20210827,2.35,2.775,3.8,2.2,1135053500,113505350,0.00%,0.555,25.00%
20210830,3,3.615,5.505,1.94,1177167700,117716770,0.00%,0.84,30.27%
20210831,4,2.56,4.19,1.5,1153253600,115325360,0.00%,-1.055,-29.18%
20210901,2.75,2.53,10,2.105,1149522200,114952220,0.00%,-0.03,-1.17%
20210902,2.78,2.29,2.78,1.5,1121744400,112174440,0.00%,-0.24,-9.49%
20210903,2.4,2.15,2.4,1.1,1102214700,110221470,0.00%,-0.14,-6.11%
20210906,2.325,2.12,2.325,1.75,1128372700,112837270,0.00%,-0.03,-1.40%
20210907,2.3,2.18,2.45,2.085,1119145400,111914540,0.00%,0.06,2.83%
20210908,2.395,2.17,2.4,2,1112335900,111233590,0.00%,-0.01,-0.46%
20210909,2.3,2.1,2.31,1.75,1089126800,108912680,0.00%,-0.07,-3.23%
20210910,2.3,2.185,2.505,2.1,1088811700,108881170,0.00%,0.085,4.05%
20210913,2.28,2.225,2.35,2.005,1113742500,111374250,0.00%,0.04,1.83%
20210914,2.3,2.32,2.495,2.22,1106011900,110601190,0.00%,0.095,4.27%
20210915,2.39,2.36,2.595,2.25,1120365700,112036570,0.00%,0.04,1.72%
20210916,2.545,2.49,2.68,1.905,1140320100,114032010,0.00%,0.13,5.51%
20210917,2.3,2.53,2.95,1.9,1108658700,110865870,0.00%,0.04,1.61%
20210922,2.495,2.43,2.55,2.1,1231140500,123114050,0.00%,-0.1,-3.95%
20210923,2.59,2.32,2.59,2.155,1212315200,121231520,0.00%,-0.11,-4.53%
20210924,2.45,2.62,3.3,2.31,1249298700,124929870,0.00%,0.3,12.93%
20210927,2.9,3.05,3.76,2,1238199200,123819920,0.00%,0.43,16.41%
20210928,3.12,3.15,4,2.1,1131051700,113105170,0.00%,0.1,3.28%
20210929,4.6,3.475,4.99,3.01,1073511100,107351110,0.00%,0.325,10.32%
20210930,3.45,2.7,3.45,1.62,1098123000,109812300,0.00%,-0.775,-22.30%
20211008,2.495,3.785,5.5,2.32,1393671100,139367110,0.00%,1.085,40.19%
20211011,2.78,2.36,2.8,1.75,1244199000,124419900,0.00%,-1.425,-37.65%
20211012,2.53,2.015,2.53,1.2,1124589300,112458930,0.00%,-0.345,-14.62%
20211013,2.35,1.885,2.35,1.705,1082446900,108244690,0.00%,-0.13,-6.45%
20211014,2.07,1.825,2.1,1.5,1042718400,104271840,0.00%,-0.06,-3.18%
20211015,2.035,2.065,2.155,1.89,1128990500,112899050,0.00%,0.24,13.15%
20211018,2.095,2.03,2.35,1.5,1118722100,111872210,0.00%,-0.035,-1.69%
20211019,2.26,2.025,2.395,1.825,1097500000,109750000,0.00%,-0.005,-0.25%
20211020,2.27,1.94,2.3,1.805,1064064300,106406430,0.00%,-0.085,-4.20%
20211021,2.1,1.815,2.2,0.1,1029095100,102909510,0.00%,-0.125,-6.44%
20211022,2.08,1.92,2.17,1.53,1093150200,109315020,0.00%,0.105,5.79%
20211025,2.1,1.87,2.295,1.7,1133457200,113345720,0.00%,-0.05,-2.60%
20211026,2.15,2,2.2,1.905,1144191600,114419160,0.00%,0.13,6.95%
20211027,2.1,2.21,2.345,1.95,1170363700,117036370,0.00%,0.21,10.50%
20211028,2.42,2.63,3.2,1.86,1160401300,116040130,0.00%,0.42,19.00%
20211029,2.95,2.36,2.95,0.5,1159965200,115996520,0.00%,-0.27,-10.27%
20211101,2.2,2.215,2.85,1.6,1197715000,119771500,0.00%,-0.145,-6.14%
20211102,2.28,2.165,2.28,2.045,1145254200,114525420,0.00%,-0.05,-2.26%
20211103,2.23,2.1,2.23,1.61,1120793600,112079360,0.00%,-0.065,-3.00%
20211104,2.1,1.975,2.15,1.85,1111170800,111117080,0.00%,-0.125,-5.95%
20211105,2.1,2.145,2.25,2,1117071400,111707140,0.00%,0.17,8.61%
20211108,2.14,2.205,2.34,1.955,1162821700,116282170,0.00%,0.06,2.80%
20211109,2.3,2.23,2.35,1.62,1177703000,117770300,0.00%,0.025,1.13%
20211110,2.27,2.21,2.395,2.075,1166260900,116626090,0.00%,-0.02,-0.90%
20211111,2.25,2.12,2.27,1.5,1171437000,117143700,0.00%,-0.09,-4.07%
20211112,2.29,2.2,2.295,2.12,1138360400,113836040,0.00%,0.08,3.77%
20211115,2.25,2.16,2.295,1.5,1158435200,115843520,0.00%,-0.04,-1.82%
20211116,2.195,2.14,2.29,1.9,1158278500,115827850,0.00%,-0.02,-0.93%
20211117,2.22,2.455,2.74,2.15,1161020000,116102000,0.00%,0.315,14.72%
20211118,2.28,2.295,2.505,1.2,1167538000,116753800,0.00%,-0.16,-6.52%
20211119,2.305,2.585,2.88,2.3,1172500000,117250000,0.00%,0.29,12.64%
20211122,2.455,2.585,2.7,2.105,1221357000,122135700,0.00%,0,0.00%
20211123,2.69,2.56,2.765,1.77,1252730500,125273050,0.00%,-0.025,-0.97%
20211124,2.55,2.375,2.63,1.95,1235022800,123502280,0.00%,-0.185,-7.23%
20211125,2.45,2.315,2.545,2.21,1235239600,123523960,0.00%,-0.06,-2.53%
20211126,2.48,2.77,3.88,2.35,1240871900,124087190,0.00%,0.455,19.65%
20211129,3.5,5.1,5.5,3,1244453900,124445390,0.00%,2.33,84.12%
20211130,5.2,4.265,5.6,1.4,1238480600,123848060,0.00%,-0.835,-16.37%
20211201,2.5,2.625,2.91,2.315,1227540700,122754070,0.00%,-1.64,-38.45%
20211202,2.585,2.17,2.585,1.95,1176162100,117616210,0.00%,-0.455,-17.33%
20211203,2.28,2.245,2.365,1.6,1173575800,117357580,0.00%,0.075,3.46%
20211206,2.345,2.22,2.38,2.06,1194091200,119409120,0.00%,-0.025,-1.11%
20211207,2.3,2.5,2.665,2.29,1203341000,120334100,0.00%,0.28,12.61%
20211208,2.58,2.6,2.8,1.95,1197409900,119740990,0.00%,0.1,4.00%
20211209,2.6,2.225,2.645,1.87,1178816000,117881600,0.00%,-0.375,-14.42%
20211210,2.6,2.39,3.195,2.12,1147882500,114788250,0.00%,0.165,7.42%
20211213,3,2.455,3,2.265,1197227400,119722740,0.00%,0.065,2.72%
20211214,2.515,2.54,2.65,2.42,1199017300,119901730,0.00%,0.085,3.46%
20211215,2.6,2.565,2.9,2.05,1170956300,117095630,0.00%,0.025,0.98%
20211216,2.55,2.545,2.755,1.63,1136575700,113657570,0.00%,-0.02,-0.78%
20211217,2.575,2.48,2.65,1.755,1026807500,102680750,0.00%,-0.065,-2.55%
20211220,2.61,2.455,3.06,0.01,1078285500,107828550,0.00%,-0.025,-1.01%
20211221,2.75,1.965,2.975,1.21,1082475500,108247550,0.00%,-0.49,-19.96%
20211222,2.59,2.04,2.59,1.8,1072704700,107270470,0.00%,0.075,3.82%
20211223,2.52,2.255,3,1.96,1137547200,113754720,0.00%,0.215,10.54%
20211224,2.49,3.08,3.625,2.23,1250254600,125025460,0.00%,0.825,36.59%
20211227,2.95,3.235,3.78,1.9,1308586300,130858630,0.00%,0.155,5.03%
20211228,3.495,3.565,4.995,3.105,1287708000,128770800,0.00%,0.33,10.20%
20211229,3.6,5.08,5.5,2.5,1236135000,123613500,0.00%,1.515,42.50%
20211230,5.6,4.325,5.98,3.5,1283033100,128303310,0.00%,-0.755,-14.86%
20211231,4.5,5.39,5.5,4,1249273400,124927340,0.00%,1.065,24.62%
20220104,2.995,3.95,5.3,2.4,1340812700,134081270,0.00%,-1.44,-26.72%
20220105,3.4,2.42,3.4,1.61,1268876800,126887680,0.00%,-1.53,-38.73%
20220106,2.4,1.945,2.4,1.4,1168924100,116892410,0.00%,-0.475,-19.63%
20220107,2.2,1.85,2.23,1.025,1123613100,112361310,0.00%,-0.095,-4.88%
20220110,2.195,1.83,2.195,1.71,1082817300,108281730,0.00%,-0.02,-1.08%
20220111,2.1,2.03,2.25,1.88,1134412500,113441250,0.00%,0.2,10.93%
20220112,2.145,2.095,2.195,1.48,1152042200,115204220,0.00%,0.065,3.20%
20220113,2.175,2.415,2.6,2.1,1166437300,116643730,0.00%,0.32,15.27%
20220114,2.5,2.385,2.645,1.91,1197784300,119778430,0.00%,-0.03,-1.24%
20220117,2.4,2.25,2.58,0.2,1184121200,118412120,0.00%,-0.135,-5.66%
20220118,2.29,2.23,2.415,2.11,1199432600,119943260,0.00%,-0.02,-0.89%
20220119,2.35,2.31,2.425,2.03,1207639300,120763930,0.00%,0.08,3.59%
20220120,2.35,2.355,2.47,2.25,1239321000,123932100,0.00%,0.045,1.95%
20220121,2.45,2.465,2.8,2.315,1241415700,124141570,0.00%,0.11,4.67%
20220124,2.605,2.455,2.79,1.5,1237763100,123776310,0.00%,-0.01,-0.41%
20220125,2.685,2.73,3,2.315,1240083600,124008360,0.00%,0.275,11.20%
20220126,2.8,2.915,3.38,1.755,1200828200,120082820,0.00%,0.185,6.78%
20220127,3.29,2.375,3.3,1.75,1134565700,113456570,0.00%,-0.54,-18.52%
20220128,2.595,2.32,3.155,1.3,1119184800,111918480,0.00%,-0.055,-2.32%
20220207,2.4,2.64,2.93,2.21,1495109200,149510920,0.00%,0.32,13.79%
20220208,2.445,2.065,2.45,1.505,1294999500,129499950,0.00%,-0.575,-21.78%
20220209,2.195,1.825,2.195,1.61,1225608300,122560830,0.00%,-0.24,-11.62%
20220210,2.07,1.77,2.08,1.655,1176391100,117639110,0.00%,-0.055,-3.01%
20220211,1.98,1.905,2.02,1.8,1113478000,111347800,0.00%,0.135,7.63%
20220214,2,1.935,2.095,0.1,1190254200,119025420,0.00%,0.03,1.57%
20220215,2.08,1.915,2.1,1.83,1158689900,115868990,0.00%,-0.02,-1.03%
20220216,2.07,1.96,2.075,1.89,1136468100,113646810,0.00%,0.045,2.35%
20220217,2.05,1.95,2.08,1.8,1123205500,112320550,0.00%,-0.01,-0.51%
20220218,2.07,2.045,2.175,1.5,1119459500,111945950,0.00%,0.095,4.87%
20220221,2.095,2.095,2.35,1.885,1237317400,123731740,0.00%,0.05,2.44%
20220222,2.21,2.185,2.35,2.09,1248596000,124859600,0.00%,0.09,4.30%
20220223,2.29,2.38,2.88,2.06,1256352300,125635230,0.00%,0.195,8.92%
20220224,2.495,2.55,2.795,2,1280244900,128024490,0.00%,0.17,7.14%
20220225,2.85,3.03,3.8,2.65,1251606100,125160610,0.00%,0.48,18.82%
20220228,3,2.82,3.33,2.305,1277261700,127726170,0.00%,-0.21,-6.93%
20220301,2.795,2.305,2.795,2.2,1257026100,125702610,0.00%,-0.515,-18.26%
20220302,2.3,2.165,2.32,1.72,1201709500,120170950,0.00%,-0.14,-6.07%
20220303,2.25,1.845,2.25,0.55,1168980500,116898050,0.00%,-0.32,-14.78%
20220304,2.15,1.835,2.16,1.6,1131106100,113110610,0.00%,-0.01,-0.54%
20220307,2.195,1.915,2.195,1.75,1163421300,116342130,0.00%,0.08,4.36%
20220308,2.15,1.935,2.17,1.775,1155773900,115577390,0.00%,0.02,1.04%
20220309,2.14,2.08,2.22,1.9,1172462000,117246200,0.00%,0.145,7.49%
20220310,2.19,2.075,2.2,1.8,1182717300,118271730,0.00%,-0.005,-0.24%
20220311,2.17,2.165,2.3,2.055,1195126500,119512650,0.00%,0.09,4.34%
20220314,2.15,2.23,2.545,0.01,1213588300,121358830,0.00%,0.065,3.00%
20220315,2.25,2.075,2.45,1,1190006300,119000630,0.00%,-0.155,-6.95%
20220316,2.35,2.085,2.41,1.815,1201162700,120116270,0.00%,0.01,0.48%
20220317,2.4,1.975,2.5,1.31,1180349100,118034910,0.00%,-0.11,-5.28%
20220318,2.32,2.06,2.33,1.95,1133116000,113311600,0.00%,0.085,4.30%
20220321,2.295,2.11,2.355,1.9,1164301800,116430180,0.00%,0.05,2.43%
20220322,2.3,2.085,2.3,1.415,1151448600,115144860,0.00%,-0.025,-1.18%
20220323,2.345,2.185,2.345,2.1,1149310900,114931090,0.00%,0.1,4.80%
20220324,2.3,2.185,2.415,0.8,1180067600,118006760,0.00%,0,0.00%
20220325,2.37,2.33,2.75,2.22,1225485500,122548550,0.00%,0.145,6.64%
20220328,2.485,2.76,2.95,2.11,1286278800,128627880,0.00%,0.43,18.45%
20220329,2.85,3.375,4.1,2.6,1272186500,127218650,0.00%,0.615,22.28%
20220330,5.2,5.21,5.5,4.62,1204967400,120496740,0.00%,1.835,54.37%
20220331,3.5,2.385,3.69,0.95,1189524600,118952460,0.00%,-2.825,-54.22%
20220401,2.6,2.315,3.105,2.16,1169713700,116971370,0.00%,-0.07,-2.94%
20220406,2.295,2.245,2.38,2,1336749400,133674940,0.00%,-0.07,-3.02%
20220407,2.2,1.87,2.245,0.7,1208086400,120808640,0.00%,-0.375,-16.70%
20220408,2.05,1.865,2.09,1.5,1168882600,116888260,0.00%,-0.005,-0.27%
20220411,2.045,1.8,2.09,1.3,1137785500,113778550,0.00%,-0.065,-3.49%
20220412,2.04,1.725,2.045,1.005,1107135300,110713530,0.00%,-0.075,-4.17%
20220413,2.02,1.7,2.02,1.6,1160486300,116048630,0.00%,-0.025,-1.45%
20220414,1.995,1.685,2,1.565,1162025300,116202530,0.00%,-0.015,-0.88%
20220415,1.895,1.71,1.98,1.625,1138635100,113863510,0.00%,0.025,1.48%
20220418,1.885,1.73,1.89,1.655,1157707000,115770700,0.00%,0.02,1.17%
20220419,1.85,1.635,1.88,0.7,1131944000,113194400,0.00%,-0.095,-5.49%
20220420,1.75,1.585,1.785,1.525,1137711200,113771120,0.00%,-0.05,-3.06%
20220421,1.745,1.55,1.745,1.44,1133048700,113304870,0.00%,-0.035,-2.21%
20220422,1.7,1.68,1.91,1.55,1142882800,114288280,0.00%,0.13,8.39%
20220425,1.68,1.68,1.85,0.5,1138494600,113849460,0.00%,0,0.00%
20220426,1.83,1.68,1.95,0.7,1132636900,113263690,0.00%,0,0.00%
20220427,1.83,1.81,2.13,1.12,1155983300,115598330,0.00%,0.13,7.74%
20220428,2.1,1.575,2.385,1.11,1140665600,114066560,0.00%,-0.235,-12.98%
20220429,2,1.7,2.28,1.5,1115539700,111553970,0.00%,0.125,7.94%
20220505,1.9,1.82,1.95,1.7,1357502700,135750270,0.00%,0.12,7.06%
20220506,1.99,1.825,1.995,1.785,126282670,126282670,0.00%,0.005,0.27%
20220509,1.89,1.655,1.89,0.8,119561100,119561100,0.00%,-0.17,-9.32%
20220510,1.895,1.49,1.895,1.1,115461170,115461170,0.00%,-0.165,-9.97%
20220511,1.75,1.505,1.77,1.45,111091630,111091630,0.00%,0.015,1.01%
20220512,1.7,1.45,1.7,0.7,114878420,114878420,0.00%,-0.055,-3.65%
20220513,1.93,1.565,1.93,1.46,112062670,112062670,0.00%,0.115,7.93%
20220516,1.79,1.67,1.79,1.37,113032136.5,113032136,0.00%,0.105,6.71%
20220517,2,1.6,2,1.3,110495424.5,110495424,0.00%,-0.07,-4.19%
20220518,1.785,1.595,1.8,1.41,108534463.8,108534464,0.00%,-0.005,-0.31%
20220519,1.74,1.595,1.755,1.5,110643666.1,110643666,0.00%,0,0.00%
20220520,1.745,1.725,1.85,1.56,110326398.4,110326398,0.00%,0.13,8.15%
20220523,1.89,1.69,1.89,1.6,114100863.2,114100863,0.00%,-0.035,-2.03%
20220524,1.795,1.67,1.81,1.35,113187105.1,113187105,0.00%,-0.02,-1.18%
20220525,1.79,1.635,1.81,1.45,113027782.1,113027782,0.00%,-0.035,-2.10%
20220526,1.7,1.56,1.98,1.375,116150732.7,116150733,0.00%,-0.075,-4.59%
20220527,1.85,1.68,1.88,1.605,116015736.6,116015737,0.00%,0.12,7.69%
20220530,1.95,1.85,2.8,1.35,117287798.1,117287798,0.00%,0.17,10.12%
20220531,2.5,1.785,2.5,1.68,111260742,111260742,0.00%,-0.065,-3.51%
20220601,1.99,1.67,1.99,1.6,110287087.4,110287087,0.00%,-0.115,-6.44%
20220602,1.75,1.745,1.87,1.675,110359928,110359928,0.00%,0.075,4.49%
20220606,1.745,1.79,1.925,1.65,121604048.6,121604049,0.00%,0.045,2.58%
20220607,1.83,1.755,1.83,1.605,115915300,115915300,0.00%,-0.035,-1.96%
20220608,1.88,1.705,1.88,1.25,115662460.8,115662461,0.00%,-0.05,-2.85%
20220609,1.75,1.535,1.77,1.23,115800330.2,115800330,0.00%,-0.17,-9.97%
20220610,1.7,1.625,1.73,0.015,109142403.2,109142403,0.00%,0.09,5.86%
20220613,1.75,1.625,1.75,1.6,114316335.4,114316335,0.00%,0,0.00%
20220614,1.69,1.655,1.7,0.8,112804720,112804720,0.00%,0.03,1.85%
20220615,1.75,1.76,1.84,1.625,114346872.2,114346872,0.00%,0.105,6.34%
20220616,1.75,1.67,1.79,1.3,117500303.8,117500304,0.00%,-0.09,-5.11%
20220617,1.755,1.79,1.88,1.58,113387861.7,113387862,0.00%,0.12,7.19%
20220620,1.8,1.76,1.845,1.235,117531881.9,117531882,0.00%,-0.03,-1.68%
20220621,1.83,1.755,1.88,1.69,113927568.8,113927569,0.00%,-0.005,-0.28%
20220622,1.835,1.75,1.875,1.53,113568757.3,113568757,0.00%,-0.005,-0.28%
20220623,1.85,1.75,1.85,1.57,121830894.7,121830895,0.00%,0,0.00%
20220624,1.835,1.92,2.15,1.785,121456201.9,121456202,0.00%,0.17,9.71%
20220627,2.1,2.15,2.245,1.895,128961996.8,128961997,0.00%,0.23,11.98%
20220628,2.295,2.625,3.6,2.285,128415254.2,128415254,0.00%,0.475,22.09%
20220629,3.35,5.335,5.65,3.35,127191067,127191067,0.00%,2.71,103.24%
20220630,4.99,3.435,5.5,3,124797084.8,124797085,0.00%,-1.9,-35.61%
20220701,3,2.375,3.16,2,119307872.8,119307873,0.00%,-1.06,-30.86%
20220704,2.3,2.08,2.3,1.815,119156379.3,119156379,0.00%,-0.295,-12.42%
20220705,1.995,1.815,2.1,1.51,116536461.6,116536462,0.00%,-0.265,-12.74%
20220706,1.98,1.68,1.995,1.48,112582104.3,112582104,0.00%,-0.135,-7.44%
20220707,1.75,1.585,1.75,1.01,109045418.4,109045418,0.00%,-0.095,-5.65%
20220708,1.845,1.56,1.845,1.36,107797554.9,107797555,0.00%,-0.025,-1.58%
20220711,1.695,1.565,1.695,1.25,109052490.7,109052491,0.00%,0.005,0.32%
20220712,1.63,1.54,1.68,1.43,108873405.6,108873406,0.00%,-0.025,-1.60%
20220713,1.635,1.535,1.66,1.01,109368860,109368860,0.00%,-0.005,-0.32%
20220714,1.63,1.4,1.63,1.15,112307062,112307062,0.00%,-0.135,-8.79%
20220715,1.65,1.515,1.75,1.45,110636291.9,110636292,0.00%,0.115,8.21%
20220718,1.6,1.62,1.74,1.45,112374399.6,112374400,0.00%,0.105,6.93%
20220719,1.67,1.625,1.69,1.31,112376980.8,112376981,0.00%,0.005,0.31%
20220720,1.65,1.65,1.75,1.52,110696974,110696974,0.00%,0.025,1.54%
20220721,1.62,1.555,1.67,1.355,110617782.9,110617783,0.00%,-0.095,-5.76%
20220722,1.6,1.61,1.75,1.5,112286194.8,112286195,0.00%,0.055,3.54%
20220725,1.75,1.55,1.75,0.78,115971506.8,115971507,0.00%,-0.06,-3.73%
20220726,1.68,1.47,1.68,1.355,112778847.4,112778847,0.00%,-0.08,-5.16%
20220727,1.75,1.545,1.75,1.485,112656391.7,112656392,0.00%,0.075,5.10%
20220728,1.7,1.78,1.865,1.58,113512603.2,113512603,0.00%,0.235,15.21%
20220729,1.77,1.75,1.845,1.35,110353531,110353531,0.00%,-0.03,-1.69%
20220801,1.695,1.67,1.825,1.58,116192043.2,116192043,0.00%,-0.08,-4.57%
20220802,1.615,1.67,1.72,1.52,114782022.1,114782022,0.00%,0,0.00%
20220803,1.635,1.59,1.65,1.3,112650797.2,112650797,0.00%,-0.08,-4.79%
20220804,1.62,1.45,1.62,1.1,110731513.4,110731513,0.00%,-0.14,-8.81%
20220805,1.6,1.525,1.615,1.4,108395672.7,108395673,0.00%,0.075,5.17%
20220808,1.6,1.495,1.6,1.4,113759886.2,113759886,0.00%,-0.03,-1.97%
20220809,1.565,1.515,1.62,1.45,111881091.8,111881092,0.00%,0.02,1.34%
20220810,1.6,1.55,1.6,1.415,112138682.5,112138682,0.00%,0.035,2.31%
20220811,1.55,1.485,1.56,0.7,112800901.9,112800902,0.00%,-0.065,-4.19%
20220812,1.58,1.44,1.58,0.01,111927130.8,111927131,0.00%,-0.045,-3.03%
20220815,1.7,1.455,1.7,1.42,117093201.8,117093202,0.00%,0.015,1.04%
20220816,1.53,1.595,1.74,1.465,116019094.9,116019095,0.00%,0.14,9.62%
20220817,1.65,1.68,1.745,1.3,118233443.8,118233444,0.00%,0.085,5.33%
20220818,1.67,1.55,1.68,1.415,117221976.4,117221976,0.00%,-0.13,-7.74%
20220819,1.6,1.615,1.73,1.475,115273418.9,115273419,0.00%,0.065,4.19%
20220822,1.63,1.625,1.68,1.58,116302685.3,116302685,0.00%,0.01,0.62%
20220823,1.6,1.635,1.68,1.505,116956516,116956516,0.00%,0.01,0.62%
20220824,1.64,1.615,1.67,0.105,120109729.9,120109730,0.00%,-0.02,-1.22%
20220825,1.65,1.565,1.65,0.805,119721408.9,119721409,0.00%,-0.05,-3.10%
20220826,1.68,1.665,1.735,1.55,119586163,119586163,0.00%,0.1,6.39%
20220829,1.79,1.68,1.8,1.4,124932316.5,124932316,0.00%,0.015,0.90%
20220830,2,1.895,2.045,1.58,120988960.1,120988960,0.00%,0.215,12.80%
20220831,1.95,1.745,1.95,1.31,119268661.2,119268661,0.00%,-0.15,-7.92%
20220901,1.68,1.705,1.8,1.575,120391419.5,120391420,0.00%,-0.04,-2.29%
20220902,1.65,1.695,1.8,1.6,117085334,117085334,0.00%,-0.01,-0.59%
20220905,1.65,1.58,1.675,1.45,117399773.6,117399774,0.00%,-0.115,-6.78%
20220906,1.63,1.59,1.665,1.405,118149968.7,118149969,0.00%,0.01,0.63%
20220907,1.62,1.575,1.625,1.055,117227078.2,117227078,0.00%,-0.015,-0.94%
